state_name,district_name,disability,age_group,male,female,other,total
Karnataka,Haveri,Autism Spectrum Disorder,Jun-15,0,1,0,1
Karnataka,Haveri,Autism Spectrum Disorder,15-35,0,0,0,0
Karnataka,Haveri,Autism Spectrum Disorder,35-60,0,1,0,1
Karnataka,Haveri,Autism Spectrum Disorder,60-80,1,0,0,1
Karnataka,Haveri,Blindness,0-6,11,8,0,19
Karnataka,Haveri,Blindness,Jun-15,127,87,0,214
Karnataka,Haveri,Blindness,15-35,497,338,0,835
Karnataka,Haveri,Blindness,35-60,907,545,1,1453
Karnataka,Haveri,Blindness,60-80,378,151,0,529
Karnataka,Haveri,Blindness,80+,28,5,0,33
Karnataka,Haveri,Cerebral Palsy,0-6,3,0,0,3
Karnataka,Haveri,Cerebral Palsy,Jun-15,7,1,0,8
Karnataka,Haveri,Cerebral Palsy,15-35,11,10,0,21
Karnataka,Haveri,Cerebral Palsy,35-60,61,11,0,72
Karnataka,Haveri,Cerebral Palsy,60-80,23,7,0,30
Karnataka,Haveri,Chronic Neurological Conditions,0-6,0,2,0,2
Karnataka,Haveri,Chronic Neurological Conditions,Jun-15,2,0,0,2
Karnataka,Haveri,Chronic Neurological Conditions,15-35,2,5,0,7
Karnataka,Haveri,Chronic Neurological Conditions,35-60,19,7,0,26
Karnataka,Haveri,Chronic Neurological Conditions,60-80,4,0,0,4
Karnataka,Haveri,Dwarfism,0-6,1,0,0,1
Karnataka,Haveri,Dwarfism,Jun-15,1,0,0,1
Karnataka,Haveri,Dwarfism,15-35,13,7,0,20
Karnataka,Haveri,Dwarfism,35-60,9,9,0,18
Karnataka,Haveri,Dwarfism,60-80,3,1,0,4
Karnataka,Haveri,Hearing Impairment,0-6,17,15,0,32
Karnataka,Haveri,Hearing Impairment,Jun-15,249,200,0,449
Karnataka,Haveri,Hearing Impairment,15-35,684,515,1,1200
Karnataka,Haveri,Hearing Impairment,35-60,1013,841,0,1854
Karnataka,Haveri,Hearing Impairment,60-80,412,130,0,542
Karnataka,Haveri,Hearing Impairment,80+,43,7,0,50
Karnataka,Haveri,Hemophilia,0-6,1,0,0,1
Karnataka,Haveri,Hemophilia,Jun-15,11,2,0,13
Karnataka,Haveri,Hemophilia,15-35,20,4,0,24
Karnataka,Haveri,Hemophilia,35-60,7,6,0,13
Karnataka,Haveri,Hemophilia,60-80,10,0,0,10
Karnataka,Haveri,Hemophilia,80+,0,0,0,0
Karnataka,Haveri,Intellectual Disability,0-6,121,74,0,195
Karnataka,Haveri,Intellectual Disability,Jun-15,739,483,0,1222
Karnataka,Haveri,Intellectual Disability,15-35,1124,720,0,1844
Karnataka,Haveri,Intellectual Disability,35-60,336,276,0,612
Karnataka,Haveri,Intellectual Disability,60-80,26,19,0,45
Karnataka,Haveri,Intellectual Disability,80+,2,1,0,3
Karnataka,Haveri,Leprosy Cured,Jun-15,1,0,0,1
Karnataka,Haveri,Leprosy Cured,15-35,0,0,0,0
Karnataka,Haveri,Leprosy Cured,35-60,11,5,0,16
Karnataka,Haveri,Leprosy Cured,60-80,10,3,0,13
Karnataka,Haveri,Locomotor Disability,0-6,44,21,0,65
Karnataka,Haveri,Locomotor Disability,Jun-15,707,427,0,1134
Karnataka,Haveri,Locomotor Disability,15-35,2997,1686,0,4683
Karnataka,Haveri,Locomotor Disability,35-60,8174,3923,2,12099
Karnataka,Haveri,Locomotor Disability,60-80,2715,866,1,3582
Karnataka,Haveri,Locomotor Disability,80+,160,41,0,201
Karnataka,Haveri,Low Vision,0-6,4,0,0,4
Karnataka,Haveri,Low Vision,Jun-15,72,40,0,112
Karnataka,Haveri,Low Vision,15-35,238,119,0,357
Karnataka,Haveri,Low Vision,35-60,277,150,0,427
Karnataka,Haveri,Low Vision,60-80,97,25,0,122
Karnataka,Haveri,Low Vision,80+,2,1,0,3
Karnataka,Haveri,Mental Illness,0-6,7,2,0,9
Karnataka,Haveri,Mental Illness,Jun-15,85,55,0,140
Karnataka,Haveri,Mental Illness,15-35,261,180,1,442
Karnataka,Haveri,Mental Illness,35-60,217,189,0,406
Karnataka,Haveri,Mental Illness,60-80,23,17,0,40
Karnataka,Haveri,Mental Illness,80+,1,0,0,1
Karnataka,Haveri,Multiple Disabilities,0-6,7,8,0,15
Karnataka,Haveri,Multiple Disabilities,Jun-15,218,143,0,361
Karnataka,Haveri,Multiple Disabilities,15-35,259,167,0,426
Karnataka,Haveri,Multiple Disabilities,35-60,189,101,0,290
Karnataka,Haveri,Multiple Disabilities,60-80,87,21,0,108
Karnataka,Haveri,Multiple Disabilities,80+,2,2,0,4
Karnataka,Haveri,Multiple Sclerosis,0-6,0,0,0,0
Karnataka,Haveri,Multiple Sclerosis,Jun-15,0,0,0,0
Karnataka,Haveri,Multiple Sclerosis,15-35,7,1,0,8
Karnataka,Haveri,Multiple Sclerosis,35-60,7,11,0,18
Karnataka,Haveri,Multiple Sclerosis,60-80,9,2,0,11
Karnataka,Haveri,Multiple Sclerosis,80+,1,0,0,1
Karnataka,Haveri,Muscular Dystrophy,0-6,0,0,0,0
Karnataka,Haveri,Muscular Dystrophy,Jun-15,3,1,0,4
Karnataka,Haveri,Muscular Dystrophy,15-35,16,9,0,25
Karnataka,Haveri,Muscular Dystrophy,35-60,28,10,0,38
Karnataka,Haveri,Muscular Dystrophy,60-80,5,5,0,10
Karnataka,Haveri,Muscular Dystrophy,80+,1,0,0,1
Karnataka,Haveri,Parkinson'S Disease,Jun-15,0,1,0,1
Karnataka,Haveri,Parkinson'S Disease,15-35,2,0,0,2
Karnataka,Haveri,Parkinson'S Disease,35-60,6,2,0,8
Karnataka,Haveri,Parkinson'S Disease,60-80,5,1,0,6
Karnataka,Haveri,Sickle Cell Disease,0-6,0,1,0,1
Karnataka,Haveri,Sickle Cell Disease,Jun-15,1,0,0,1
Karnataka,Haveri,Sickle Cell Disease,15-35,2,0,0,2
Karnataka,Haveri,Sickle Cell Disease,35-60,2,3,0,5
Karnataka,Haveri,Sickle Cell Disease,60-80,2,0,0,2
Karnataka,Haveri,Specific Learning Disabilities,Jun-15,1,0,0,1
Karnataka,Haveri,Specific Learning Disabilities,15-35,2,2,0,4
Karnataka,Haveri,Specific Learning Disabilities,35-60,1,0,0,1
Karnataka,Haveri,Specific Learning Disabilities,60-80,0,0,0,0
Karnataka,Haveri,Speech And Language Disability,0-6,1,2,0,3
Karnataka,Haveri,Speech And Language Disability,Jun-15,39,26,0,65
Karnataka,Haveri,Speech And Language Disability,15-35,56,39,0,95
Karnataka,Haveri,Speech And Language Disability,35-60,51,32,0,83
Karnataka,Haveri,Speech And Language Disability,60-80,4,5,0,9
Karnataka,Haveri,Speech And Language Disability,80+,0,2,0,2
Karnataka,Haveri,Thalassemia,0-6,7,0,0,7
Karnataka,Haveri,Thalassemia,Jun-15,10,10,0,20
Karnataka,Haveri,Thalassemia,15-35,11,4,0,15
Karnataka,Haveri,Thalassemia,35-60,1,0,0,1
Karnataka,Haveri,Thalassemia,60-80,0,0,0,0
Karnataka,Kalaburagi,Acid Attack Victim,0-6,0,0,0,0
Karnataka,Kalaburagi,Acid Attack Victim,Jun-15,0,0,0,0
Karnataka,Kalaburagi,Acid Attack Victim,15-35,4,5,0,9
Karnataka,Kalaburagi,Acid Attack Victim,35-60,8,7,0,15
Karnataka,Kalaburagi,Acid Attack Victim,60-80,2,0,0,2
Karnataka,Kalaburagi,Acid Attack Victim,80+,0,0,0,0
Karnataka,Kalaburagi,Autism Spectrum Disorder,0-6,0,1,0,1
Karnataka,Kalaburagi,Autism Spectrum Disorder,Jun-15,6,1,0,7
Karnataka,Kalaburagi,Autism Spectrum Disorder,15-35,1,3,0,4
Karnataka,Kalaburagi,Autism Spectrum Disorder,35-60,8,2,0,10
Karnataka,Kalaburagi,Autism Spectrum Disorder,60-80,0,1,0,1
Karnataka,Kalaburagi,Blindness,0-6,4,4,0,8
Karnataka,Kalaburagi,Blindness,Jun-15,84,75,0,159
Karnataka,Kalaburagi,Blindness,15-35,490,336,0,826
Karnataka,Kalaburagi,Blindness,35-60,657,325,0,982
Karnataka,Kalaburagi,Blindness,60-80,269,81,0,350
Karnataka,Kalaburagi,Blindness,80+,20,6,0,26
Karnataka,Kalaburagi,Cerebral Palsy,0-6,59,44,0,103
Karnataka,Kalaburagi,Cerebral Palsy,Jun-15,166,104,0,270
Karnataka,Kalaburagi,Cerebral Palsy,15-35,133,74,0,207
Karnataka,Kalaburagi,Cerebral Palsy,35-60,83,36,0,119
Karnataka,Kalaburagi,Cerebral Palsy,60-80,13,5,0,18
Karnataka,Kalaburagi,Cerebral Palsy,80+,0,0,0,0
Karnataka,Kalaburagi,Chronic Neurological Conditions,0-6,1,1,0,2
Karnataka,Kalaburagi,Chronic Neurological Conditions,Jun-15,7,8,0,15
Karnataka,Kalaburagi,Chronic Neurological Conditions,15-35,130,57,0,187
Karnataka,Kalaburagi,Chronic Neurological Conditions,35-60,555,134,0,689
Karnataka,Kalaburagi,Chronic Neurological Conditions,60-80,179,22,0,201
Karnataka,Kalaburagi,Chronic Neurological Conditions,80+,4,0,0,4
Karnataka,Kalaburagi,Dwarfism,0-6,0,0,0,0
Karnataka,Kalaburagi,Dwarfism,Jun-15,5,8,0,13
Karnataka,Kalaburagi,Dwarfism,15-35,40,59,0,99
Karnataka,Kalaburagi,Dwarfism,35-60,23,23,0,46
Karnataka,Kalaburagi,Dwarfism,60-80,2,1,0,3
Karnataka,Kalaburagi,Hearing Impairment,0-6,55,33,0,88
Karnataka,Kalaburagi,Hearing Impairment,Jun-15,322,218,0,540
Karnataka,Kalaburagi,Hearing Impairment,15-35,806,652,0,1458
Karnataka,Kalaburagi,Hearing Impairment,35-60,969,646,0,1615
Karnataka,Kalaburagi,Hearing Impairment,60-80,312,93,0,405
Karnataka,Kalaburagi,Hearing Impairment,80+,27,2,0,29
Karnataka,Kalaburagi,Hemophilia,Jun-15,5,0,0,5
Karnataka,Kalaburagi,Hemophilia,15-35,8,0,0,8
Karnataka,Kalaburagi,Hemophilia,35-60,6,2,0,8
Karnataka,Kalaburagi,Hemophilia,60-80,8,0,0,8
Karnataka,Kalaburagi,Hemophilia,80+,0,0,0,0
Karnataka,Kalaburagi,Intellectual Disability,0-6,51,31,1,83
Karnataka,Kalaburagi,Intellectual Disability,Jun-15,798,547,0,1345
Karnataka,Kalaburagi,Intellectual Disability,15-35,1213,985,0,2198
Karnataka,Kalaburagi,Intellectual Disability,35-60,287,227,0,514
Karnataka,Kalaburagi,Intellectual Disability,60-80,12,4,0,16
Karnataka,Kalaburagi,Intellectual Disability,80+,0,0,0,0
Karnataka,Kalaburagi,Leprosy Cured,Jun-15,0,0,0,0
Karnataka,Kalaburagi,Leprosy Cured,15-35,9,3,0,12
Karnataka,Kalaburagi,Leprosy Cured,35-60,41,24,0,65
Karnataka,Kalaburagi,Leprosy Cured,60-80,31,16,0,47
Karnataka,Kalaburagi,Leprosy Cured,80+,2,2,0,4
Karnataka,Kalaburagi,Locomotor Disability,0-6,34,26,0,60
Karnataka,Kalaburagi,Locomotor Disability,Jun-15,503,298,0,801
Karnataka,Kalaburagi,Locomotor Disability,15-35,3012,1637,0,4649
Karnataka,Kalaburagi,Locomotor Disability,35-60,7764,3105,1,10870
Karnataka,Kalaburagi,Locomotor Disability,60-80,1915,492,1,2408
Karnataka,Kalaburagi,Locomotor Disability,80+,105,16,0,121
Karnataka,Kalaburagi,Low Vision,0-6,5,1,0,6
Karnataka,Kalaburagi,Low Vision,Jun-15,59,52,0,111
Karnataka,Kalaburagi,Low Vision,15-35,254,154,0,408
Karnataka,Kalaburagi,Low Vision,35-60,307,136,0,443
Karnataka,Kalaburagi,Low Vision,60-80,72,23,0,95
Karnataka,Kalaburagi,Low Vision,80+,5,2,0,7
Karnataka,Kalaburagi,Mental Illness,0-6,3,4,0,7
Karnataka,Kalaburagi,Mental Illness,Jun-15,106,52,0,158
Karnataka,Kalaburagi,Mental Illness,15-35,147,111,0,258
Karnataka,Kalaburagi,Mental Illness,35-60,160,80,0,240
Karnataka,Kalaburagi,Mental Illness,60-80,7,8,0,15
Karnataka,Kalaburagi,Mental Illness,80+,1,1,0,2
Karnataka,Kalaburagi,Multiple Disabilities,0-6,1,2,0,3
Karnataka,Kalaburagi,Multiple Disabilities,Jun-15,51,22,0,73
Karnataka,Kalaburagi,Multiple Disabilities,15-35,115,81,0,196
Karnataka,Kalaburagi,Multiple Disabilities,35-60,120,41,0,161
Karnataka,Kalaburagi,Multiple Disabilities,60-80,42,14,0,56
Karnataka,Kalaburagi,Multiple Disabilities,80+,4,0,0,4
Karnataka,Kalaburagi,Multiple Sclerosis,0-6,0,0,0,0
Karnataka,Kalaburagi,Multiple Sclerosis,Jun-15,3,0,0,3
Karnataka,Kalaburagi,Multiple Sclerosis,15-35,2,0,0,2
Karnataka,Kalaburagi,Multiple Sclerosis,35-60,4,3,0,7
Karnataka,Kalaburagi,Multiple Sclerosis,60-80,3,0,0,3
Karnataka,Kalaburagi,Muscular Dystrophy,0-6,0,0,0,0
Karnataka,Kalaburagi,Muscular Dystrophy,Jun-15,21,2,0,23
Karnataka,Kalaburagi,Muscular Dystrophy,15-35,24,7,0,31
Karnataka,Kalaburagi,Muscular Dystrophy,35-60,34,9,0,43
Karnataka,Kalaburagi,Muscular Dystrophy,60-80,12,2,0,14
Karnataka,Kalaburagi,Muscular Dystrophy,80+,1,0,0,1
Karnataka,Kalaburagi,Parkinson'S Disease,Jun-15,0,0,0,0
Karnataka,Kalaburagi,Parkinson'S Disease,15-35,1,3,0,4
Karnataka,Kalaburagi,Parkinson'S Disease,35-60,15,2,0,17
Karnataka,Kalaburagi,Parkinson'S Disease,60-80,11,1,0,12
Karnataka,Kalaburagi,Parkinson'S Disease,80+,1,0,0,1
Karnataka,Kalaburagi,Sickle Cell Disease,Jun-15,1,0,0,1
Karnataka,Kalaburagi,Sickle Cell Disease,15-35,0,0,0,0
Karnataka,Kalaburagi,Sickle Cell Disease,35-60,1,2,0,3
Karnataka,Kalaburagi,Sickle Cell Disease,60-80,0,0,0,0
Karnataka,Kalaburagi,Specific Learning Disabilities,Jun-15,0,0,0,0
Karnataka,Kalaburagi,Specific Learning Disabilities,15-35,2,2,0,4
Karnataka,Kalaburagi,Specific Learning Disabilities,35-60,0,0,0,0
Karnataka,Kalaburagi,Specific Learning Disabilities,60-80,0,0,0,0
Karnataka,Kalaburagi,Specific Learning Disabilities,80+,0,0,0,0
Karnataka,Kalaburagi,Speech And Language Disability,0-6,2,6,0,8
Karnataka,Kalaburagi,Speech And Language Disability,Jun-15,43,39,0,82
Karnataka,Kalaburagi,Speech And Language Disability,15-35,80,36,0,116
Karnataka,Kalaburagi,Speech And Language Disability,35-60,71,19,0,90
Karnataka,Kalaburagi,Speech And Language Disability,60-80,14,2,0,16
Karnataka,Kalaburagi,Thalassemia,0-6,4,5,0,9
Karnataka,Kalaburagi,Thalassemia,Jun-15,7,7,0,14
Karnataka,Kalaburagi,Thalassemia,15-35,12,9,0,21
Karnataka,Kalaburagi,Thalassemia,35-60,0,1,0,1
Karnataka,Kalaburagi,Thalassemia,60-80,0,0,0,0
Karnataka,Kodagu,Acid Attack Victim,15-35,0,1,0,1
Karnataka,Kodagu,Acid Attack Victim,35-60,1,4,0,5
Karnataka,Kodagu,Autism Spectrum Disorder,0-6,1,0,0,1
Karnataka,Kodagu,Autism Spectrum Disorder,Jun-15,2,0,0,2
Karnataka,Kodagu,Autism Spectrum Disorder,15-35,1,0,0,1
Karnataka,Kodagu,Autism Spectrum Disorder,60-80,0,0,0,0
Karnataka,Kodagu,Autism Spectrum Disorder,80+,1,0,0,1
Karnataka,Kodagu,Blindness,Jun-15,3,1,0,4
Karnataka,Kodagu,Blindness,15-35,22,14,0,36
Karnataka,Kodagu,Blindness,35-60,63,44,0,107
Karnataka,Kodagu,Blindness,60-80,44,30,0,74
Karnataka,Kodagu,Blindness,80+,1,4,0,5
Karnataka,Kodagu,Cerebral Palsy,0-6,4,2,0,6
Karnataka,Kodagu,Cerebral Palsy,Jun-15,17,5,0,22
Karnataka,Kodagu,Cerebral Palsy,15-35,30,16,0,46
Karnataka,Kodagu,Cerebral Palsy,35-60,15,10,0,25
Karnataka,Kodagu,Cerebral Palsy,60-80,0,1,0,1
Karnataka,Kodagu,Chronic Neurological Conditions,Jun-15,1,0,0,1
Karnataka,Kodagu,Chronic Neurological Conditions,15-35,1,1,0,2
Karnataka,Kodagu,Chronic Neurological Conditions,35-60,10,1,0,11
Karnataka,Kodagu,Chronic Neurological Conditions,60-80,7,0,0,7
Karnataka,Kodagu,Dwarfism,Jun-15,2,2,0,4
Karnataka,Kodagu,Dwarfism,15-35,10,10,0,20
Karnataka,Kodagu,Dwarfism,35-60,15,8,0,23
Karnataka,Kodagu,Dwarfism,60-80,3,2,0,5
Karnataka,Kodagu,Dwarfism,80+,1,0,0,1
Karnataka,Kodagu,Hearing Impairment,0-6,1,1,0,2
Karnataka,Kodagu,Hearing Impairment,Jun-15,26,20,0,46
Karnataka,Kodagu,Hearing Impairment,15-35,111,86,0,197
Karnataka,Kodagu,Hearing Impairment,35-60,226,209,1,436
Karnataka,Kodagu,Hearing Impairment,60-80,209,178,0,387
Karnataka,Kodagu,Hearing Impairment,80+,40,34,0,74
Karnataka,Kodagu,Hemophilia,15-35,6,0,0,6
Karnataka,Kodagu,Hemophilia,60-80,0,0,0,0
Karnataka,Kodagu,Intellectual Disability,0-6,14,7,0,21
Karnataka,Kodagu,Intellectual Disability,Jun-15,124,84,0,208
Karnataka,Kodagu,Intellectual Disability,15-35,414,270,0,684
Karnataka,Kodagu,Intellectual Disability,35-60,185,165,0,350
Karnataka,Kodagu,Intellectual Disability,60-80,11,18,0,29
Karnataka,Kodagu,Intellectual Disability,80+,0,0,0,0
Karnataka,Kodagu,Leprosy Cured,35-60,0,0,0,0
Karnataka,Kodagu,Locomotor Disability,0-6,4,5,0,9
Karnataka,Kodagu,Locomotor Disability,Jun-15,49,31,0,80
Karnataka,Kodagu,Locomotor Disability,15-35,299,164,0,463
Karnataka,Kodagu,Locomotor Disability,35-60,1047,523,0,1570
Karnataka,Kodagu,Locomotor Disability,60-80,644,267,0,911
Karnataka,Kodagu,Locomotor Disability,80+,43,15,0,58
Karnataka,Kodagu,Low Vision,Jun-15,9,12,0,21
Karnataka,Kodagu,Low Vision,15-35,53,32,0,85
Karnataka,Kodagu,Low Vision,35-60,82,49,0,131
Karnataka,Kodagu,Low Vision,60-80,47,27,0,74
Karnataka,Kodagu,Low Vision,80+,4,1,0,5
Karnataka,Kodagu,Mental Illness,0-6,0,0,0,0
Karnataka,Kodagu,Mental Illness,Jun-15,1,0,0,1
Karnataka,Kodagu,Mental Illness,15-35,8,5,0,13
Karnataka,Kodagu,Mental Illness,35-60,47,49,0,96
Karnataka,Kodagu,Mental Illness,60-80,19,14,0,33
Karnataka,Kodagu,Mental Illness,80+,1,0,0,1
Karnataka,Kodagu,Multiple Disabilities,0-6,2,1,0,3
Karnataka,Kodagu,Multiple Disabilities,Jun-15,44,28,0,72
Karnataka,Kodagu,Multiple Disabilities,15-35,96,79,0,175
Karnataka,Kodagu,Multiple Disabilities,35-60,80,69,0,149
Karnataka,Kodagu,Multiple Disabilities,60-80,63,25,0,88
Karnataka,Kodagu,Multiple Disabilities,80+,7,1,0,8
Karnataka,Kodagu,Multiple Sclerosis,15-35,0,0,0,0
Karnataka,Kodagu,Multiple Sclerosis,35-60,0,0,0,0
Karnataka,Kodagu,Muscular Dystrophy,0-6,1,0,0,1
Karnataka,Kodagu,Muscular Dystrophy,Jun-15,5,0,0,5
Karnataka,Kodagu,Muscular Dystrophy,15-35,13,1,0,14
Karnataka,Kodagu,Muscular Dystrophy,35-60,3,5,0,8
Karnataka,Kodagu,Muscular Dystrophy,60-80,3,0,0,3
Karnataka,Kodagu,Parkinson'S Disease,15-35,0,0,0,0
Karnataka,Kodagu,Parkinson'S Disease,35-60,0,1,0,1
Karnataka,Kodagu,Parkinson'S Disease,60-80,7,3,0,10
Karnataka,Kodagu,Parkinson'S Disease,80+,1,1,0,2
Karnataka,Kodagu,Sickle Cell Disease,0-6,0,2,0,2
Karnataka,Kodagu,Sickle Cell Disease,Jun-15,1,0,0,1
Karnataka,Kodagu,Sickle Cell Disease,15-35,5,2,0,7
Karnataka,Kodagu,Sickle Cell Disease,35-60,0,0,0,0
Karnataka,Kodagu,Sickle Cell Disease,60-80,0,0,0,0
Karnataka,Kodagu,Specific Learning Disabilities,Jun-15,0,1,0,1
Karnataka,Kodagu,Specific Learning Disabilities,15-35,0,0,0,0
Karnataka,Kodagu,Speech And Language Disability,0-6,0,1,0,1
Karnataka,Kodagu,Speech And Language Disability,Jun-15,4,1,0,5
Karnataka,Kodagu,Speech And Language Disability,15-35,9,5,0,14
Karnataka,Kodagu,Speech And Language Disability,35-60,14,5,0,19
Karnataka,Kodagu,Speech And Language Disability,60-80,4,1,0,5
Karnataka,Kodagu,Speech And Language Disability,80+,0,0,0,0
Karnataka,Kodagu,Thalassemia,0-6,1,0,0,1
Karnataka,Kodagu,Thalassemia,Jun-15,2,4,0,6
Karnataka,Kodagu,Thalassemia,15-35,6,7,0,13
Karnataka,Kodagu,Thalassemia,35-60,0,0,0,0
Karnataka,Kodagu,Thalassemia,60-80,0,0,0,0
Karnataka,Kolar,Acid Attack Victim,Jun-15,1,0,0,1
Karnataka,Kolar,Acid Attack Victim,15-35,3,3,0,6
Karnataka,Kolar,Acid Attack Victim,35-60,4,8,0,12
Karnataka,Kolar,Acid Attack Victim,60-80,3,0,0,3
Karnataka,Kolar,Acid Attack Victim,80+,0,0,0,0
Karnataka,Kolar,Autism Spectrum Disorder,0-6,0,0,0,0
Karnataka,Kolar,Autism Spectrum Disorder,Jun-15,8,2,0,10
Karnataka,Kolar,Autism Spectrum Disorder,15-35,5,0,0,5
Karnataka,Kolar,Autism Spectrum Disorder,35-60,2,1,0,3
Karnataka,Kolar,Autism Spectrum Disorder,60-80,2,0,0,2
Karnataka,Kolar,Autism Spectrum Disorder,80+,0,0,0,0
Karnataka,Kolar,Blindness,0-6,2,0,0,2
Karnataka,Kolar,Blindness,Jun-15,43,35,0,78
Karnataka,Kolar,Blindness,15-35,306,217,0,523
Karnataka,Kolar,Blindness,35-60,569,354,1,924
Karnataka,Kolar,Blindness,60-80,269,126,0,395
Karnataka,Kolar,Blindness,80+,36,13,0,49
Karnataka,Kolar,Cerebral Palsy,0-6,7,8,0,15
Karnataka,Kolar,Cerebral Palsy,Jun-15,99,58,0,157
Karnataka,Kolar,Cerebral Palsy,15-35,194,126,0,320
Karnataka,Kolar,Cerebral Palsy,35-60,116,43,1,160
Karnataka,Kolar,Cerebral Palsy,60-80,31,7,0,38
Karnataka,Kolar,Cerebral Palsy,80+,0,1,0,1
Karnataka,Kolar,Chronic Neurological Conditions,0-6,3,1,0,4
Karnataka,Kolar,Chronic Neurological Conditions,Jun-15,13,11,0,24
Karnataka,Kolar,Chronic Neurological Conditions,15-35,77,50,0,127
Karnataka,Kolar,Chronic Neurological Conditions,35-60,282,105,0,387
Karnataka,Kolar,Chronic Neurological Conditions,60-80,130,20,0,150
Karnataka,Kolar,Chronic Neurological Conditions,80+,8,0,0,8
Karnataka,Kolar,Dwarfism,Jun-15,1,2,0,3
Karnataka,Kolar,Dwarfism,15-35,29,33,0,62
Karnataka,Kolar,Dwarfism,35-60,27,33,0,60
Karnataka,Kolar,Dwarfism,60-80,5,2,0,7
Karnataka,Kolar,Dwarfism,80+,0,0,0,0
Karnataka,Kolar,Hearing Impairment,0-6,12,12,0,24
Karnataka,Kolar,Hearing Impairment,Jun-15,133,101,0,234
Karnataka,Kolar,Hearing Impairment,15-35,372,314,0,686
Karnataka,Kolar,Hearing Impairment,35-60,736,521,0,1257
Karnataka,Kolar,Hearing Impairment,60-80,275,143,0,418
Karnataka,Kolar,Hearing Impairment,80+,22,9,0,31
Karnataka,Kolar,Hemophilia,0-6,0,1,0,1
Karnataka,Kolar,Hemophilia,Jun-15,1,1,0,2
Karnataka,Kolar,Hemophilia,15-35,4,2,0,6
Karnataka,Kolar,Hemophilia,35-60,13,3,0,16
Karnataka,Kolar,Hemophilia,60-80,0,2,0,2
Karnataka,Kolar,Hemophilia,80+,1,0,0,1
Karnataka,Kolar,Intellectual Disability,0-6,5,7,0,12
Karnataka,Kolar,Intellectual Disability,Jun-15,306,222,0,528
Karnataka,Kolar,Intellectual Disability,15-35,722,610,0,1332
Karnataka,Kolar,Intellectual Disability,35-60,347,295,0,642
Karnataka,Kolar,Intellectual Disability,60-80,32,17,0,49
Karnataka,Kolar,Intellectual Disability,80+,0,0,0,0
Karnataka,Kolar,Leprosy Cured,Jun-15,1,0,0,1
Karnataka,Kolar,Leprosy Cured,15-35,2,3,0,5
Karnataka,Kolar,Leprosy Cured,35-60,22,8,0,30
Karnataka,Kolar,Leprosy Cured,60-80,17,10,0,27
Karnataka,Kolar,Leprosy Cured,80+,1,2,0,3
Karnataka,Kolar,Locomotor Disability,0-6,15,14,0,29
Karnataka,Kolar,Locomotor Disability,Jun-15,194,119,0,313
Karnataka,Kolar,Locomotor Disability,15-35,1146,634,0,1780
Karnataka,Kolar,Locomotor Disability,35-60,3913,1669,2,5584
Karnataka,Kolar,Locomotor Disability,60-80,1604,451,0,2055
Karnataka,Kolar,Locomotor Disability,80+,121,45,0,166
Karnataka,Kolar,Low Vision,Jun-15,6,5,0,11
Karnataka,Kolar,Low Vision,15-35,44,24,0,68
Karnataka,Kolar,Low Vision,35-60,73,30,0,103
Karnataka,Kolar,Low Vision,60-80,21,5,0,26
Karnataka,Kolar,Low Vision,80+,5,1,0,6
Karnataka,Kolar,Mental Illness,0-6,7,1,0,8
Karnataka,Kolar,Mental Illness,Jun-15,80,55,0,135
Karnataka,Kolar,Mental Illness,15-35,272,219,0,491
Karnataka,Kolar,Mental Illness,35-60,312,281,0,593
Karnataka,Kolar,Mental Illness,60-80,57,42,0,99
Karnataka,Kolar,Mental Illness,80+,3,0,0,3
Karnataka,Kolar,Multiple Disabilities,0-6,3,4,0,7
Karnataka,Kolar,Multiple Disabilities,Jun-15,49,35,0,84
Karnataka,Kolar,Multiple Disabilities,15-35,174,122,0,296
Karnataka,Kolar,Multiple Disabilities,35-60,234,100,0,334
Karnataka,Kolar,Multiple Disabilities,60-80,63,18,0,81
Karnataka,Kolar,Multiple Disabilities,80+,6,2,0,8
Karnataka,Kolar,Multiple Sclerosis,0-6,1,0,0,1
Karnataka,Kolar,Multiple Sclerosis,Jun-15,1,3,0,4
Karnataka,Kolar,Multiple Sclerosis,15-35,4,8,0,12
Karnataka,Kolar,Multiple Sclerosis,35-60,9,10,0,19
Karnataka,Kolar,Multiple Sclerosis,60-80,2,0,0,2
Karnataka,Kolar,Multiple Sclerosis,80+,0,0,0,0
Karnataka,Kolar,Muscular Dystrophy,0-6,0,0,0,0
Karnataka,Kolar,Muscular Dystrophy,Jun-15,14,3,0,17
Karnataka,Kolar,Muscular Dystrophy,15-35,23,20,0,43
Karnataka,Kolar,Muscular Dystrophy,35-60,43,20,0,63
Karnataka,Kolar,Muscular Dystrophy,60-80,19,4,0,23
Karnataka,Kolar,Muscular Dystrophy,80+,2,0,0,2
Karnataka,Kolar,Parkinson'S Disease,Jun-15,2,0,0,2
Karnataka,Kolar,Parkinson'S Disease,15-35,0,2,0,2
Karnataka,Kolar,Parkinson'S Disease,35-60,11,7,0,18
Karnataka,Kolar,Parkinson'S Disease,60-80,9,3,0,12
Karnataka,Kolar,Parkinson'S Disease,80+,4,0,0,4
Karnataka,Kolar,Sickle Cell Disease,Jun-15,0,0,0,0
Karnataka,Kolar,Sickle Cell Disease,15-35,1,2,0,3
Karnataka,Kolar,Sickle Cell Disease,35-60,1,0,0,1
